"","country","country_group","age_pr","household_income","trust_president","satisfaction_economy"
"6268","Bosnia and Herz.","EU-candidate",26,NA,1,2
"6269","Bosnia and Herz.","EU-candidate",64,400,1,3
"6270","Bosnia and Herz.","EU-candidate",49,NA,4,4
"6271","Bosnia and Herz.","EU-candidate",23,500,1,2
"6272","Bosnia and Herz.","EU-candidate",21,400,1,2
"6273","Bosnia and Herz.","EU-candidate",22,NA,1,2
"6274","Bosnia and Herz.","EU-candidate",82,550,1,2
"6275","Bosnia and Herz.","EU-candidate",70,500,1,2
"6276","Bosnia and Herz.","EU-candidate",57,600,1,2
"6277","Bosnia and Herz.","EU-candidate",58,NA,1,2
"6278","Bosnia and Herz.","EU-candidate",45,NA,2,2
"6279","Bosnia and Herz.","EU-candidate",32,NA,1,2
"6280","Bosnia and Herz.","EU-candidate",67,NA,1,2
"6281","Bosnia and Herz.","EU-candidate",30,1200,1,2
"6282","Bosnia and Herz.","EU-candidate",69,NA,1,1
"6283","Bosnia and Herz.","EU-candidate",75,NA,1,2
"6284","Bosnia and Herz.","EU-candidate",74,NA,3,2
"6285","Bosnia and Herz.","EU-candidate",62,1000,2,2
"6286","Bosnia and Herz.","EU-candidate",63,NA,2,2
"6287","Bosnia and Herz.","EU-candidate",41,750,2,2
"6288","Bosnia and Herz.","EU-candidate",36,NA,1,3
"6289","Bosnia and Herz.","EU-candidate",74,NA,1,2
"6290","Bosnia and Herz.","EU-candidate",55,800,1,4
"6291","Bosnia and Herz.","EU-candidate",55,500,1,3
"6292","Bosnia and Herz.","EU-candidate",67,600,1,1
"6293","Bosnia and Herz.","EU-candidate",53,1500,1,1
"6294","Bosnia and Herz.","EU-candidate",34,NA,1,1
"6295","Bosnia and Herz.","EU-candidate",43,NA,1,4
"6296","Bosnia and Herz.","EU-candidate",60,400,1,1
"6297","Bosnia and Herz.","EU-candidate",54,NA,1,2
"6298","Bosnia and Herz.","EU-candidate",31,1000,1,1
"6299","Bosnia and Herz.","EU-candidate",67,800,1,2
"6300","Bosnia and Herz.","EU-candidate",33,NA,2,4
"6301","Bosnia and Herz.","EU-candidate",37,NA,1,1
"6302","Bosnia and Herz.","EU-candidate",55,NA,1,2
"6303","Bosnia and Herz.","EU-candidate",28,NA,1,2
"6304","Bosnia and Herz.","EU-candidate",38,NA,2,2
"6305","Bosnia and Herz.","EU-candidate",58,NA,2,2
"6306","Bosnia and Herz.","EU-candidate",73,NA,3,2
"6307","Bosnia and Herz.","EU-candidate",49,NA,1,3
"6308","Bosnia and Herz.","EU-candidate",38,NA,2,2
"6309","Bosnia and Herz.","EU-candidate",80,NA,2,2
"6310","Bosnia and Herz.","EU-candidate",48,NA,1,2
"6311","Bosnia and Herz.","EU-candidate",82,NA,1,2
"6312","Bosnia and Herz.","EU-candidate",20,NA,2,1
"6313","Bosnia and Herz.","EU-candidate",19,NA,3,2
"6314","Bosnia and Herz.","EU-candidate",25,NA,1,3
"6315","Bosnia and Herz.","EU-candidate",67,680,1,2
"6316","Bosnia and Herz.","EU-candidate",55,NA,1,2
"6317","Bosnia and Herz.","EU-candidate",20,NA,1,4
"6318","Bosnia and Herz.","EU-candidate",22,NA,1,2
"6319","Bosnia and Herz.","EU-candidate",31,1000,2,3
"6320","Bosnia and Herz.","EU-candidate",72,NA,1,2
"6321","Bosnia and Herz.","EU-candidate",22,NA,4,2
"6322","Bosnia and Herz.","EU-candidate",35,NA,1,1
"6323","Bosnia and Herz.","EU-candidate",35,NA,1,2
"6324","Bosnia and Herz.","EU-candidate",38,NA,1,2
"6325","Bosnia and Herz.","EU-candidate",35,NA,1,2
"6326","Bosnia and Herz.","EU-candidate",43,NA,1,2
"6327","Bosnia and Herz.","EU-candidate",28,NA,1,1
"6328","Bosnia and Herz.","EU-candidate",33,NA,1,2
"6329","Bosnia and Herz.","EU-candidate",40,NA,2,2
"6330","Bosnia and Herz.","EU-candidate",32,NA,2,2
"6331","Bosnia and Herz.","EU-candidate",45,NA,2,2
"6332","Bosnia and Herz.","EU-candidate",40,NA,1,2
"6333","Bosnia and Herz.","EU-candidate",35,NA,3,3
"6334","Bosnia and Herz.","EU-candidate",30,NA,3,2
"6335","Bosnia and Herz.","EU-candidate",40,NA,2,2
"6336","Bosnia and Herz.","EU-candidate",51,NA,1,3
"6337","Bosnia and Herz.","EU-candidate",31,NA,1,1
"6338","Bosnia and Herz.","EU-candidate",55,NA,1,3
"6339","Bosnia and Herz.","EU-candidate",44,2000,2,3
"6340","Bosnia and Herz.","EU-candidate",33,NA,3,2
"6341","Bosnia and Herz.","EU-candidate",30,NA,1,2
"6342","Bosnia and Herz.","EU-candidate",26,1200,1,1
"6343","Bosnia and Herz.","EU-candidate",20,1000,1,2
"6344","Bosnia and Herz.","EU-candidate",19,1000,1,4
"6345","Bosnia and Herz.","EU-candidate",42,NA,1,2
"6346","Bosnia and Herz.","EU-candidate",33,800,1,2
"6347","Bosnia and Herz.","EU-candidate",35,NA,3,4
"6348","Bosnia and Herz.","EU-candidate",46,1200,1,2
"6349","Bosnia and Herz.","EU-candidate",25,NA,1,2
"6350","Bosnia and Herz.","EU-candidate",52,2500,1,2
"6351","Bosnia and Herz.","EU-candidate",49,450,1,2
"6352","Bosnia and Herz.","EU-candidate",23,NA,1,2
"6353","Bosnia and Herz.","EU-candidate",40,NA,1,4
"6354","Bosnia and Herz.","EU-candidate",20,NA,1,2
"6355","Bosnia and Herz.","EU-candidate",40,800,1,3
"6356","Bosnia and Herz.","EU-candidate",63,NA,1,2
"6357","Bosnia and Herz.","EU-candidate",36,400,1,2
"6358","Bosnia and Herz.","EU-candidate",25,NA,1,2
"6359","Bosnia and Herz.","EU-candidate",48,1200,4,2
"6360","Bosnia and Herz.","EU-candidate",50,NA,1,2
"6361","Bosnia and Herz.","EU-candidate",54,NA,4,2
"6362","Bosnia and Herz.","EU-candidate",73,300,2,3
"6363","Bosnia and Herz.","EU-candidate",38,1700,2,2
"6364","Bosnia and Herz.","EU-candidate",64,1300,3,3
"6365","Bosnia and Herz.","EU-candidate",76,500,3,2
"6366","Bosnia and Herz.","EU-candidate",84,380,2,3
"6367","Bosnia and Herz.","EU-candidate",46,1800,3,3
"6368","Bosnia and Herz.","EU-candidate",78,350,2,3
"6369","Bosnia and Herz.","EU-candidate",20,1500,3,4
"6370","Bosnia and Herz.","EU-candidate",84,450,3,3
"6371","Bosnia and Herz.","EU-candidate",44,1500,2,4
"6372","Bosnia and Herz.","EU-candidate",39,1500,2,2
"6373","Bosnia and Herz.","EU-candidate",78,700,2,3
"6374","Bosnia and Herz.","EU-candidate",44,2500,2,2
"6375","Bosnia and Herz.","EU-candidate",79,350,NA,3
"6376","Bosnia and Herz.","EU-candidate",37,800,2,2
"6377","Bosnia and Herz.","EU-candidate",74,5000,2,3
"6378","Bosnia and Herz.","EU-candidate",45,800,2,4
"6379","Bosnia and Herz.","EU-candidate",44,1500,2,2
"6380","Bosnia and Herz.","EU-candidate",20,2500,3,3
"6381","Bosnia and Herz.","EU-candidate",76,800,3,4
"6382","Bosnia and Herz.","EU-candidate",71,378,1,2
"6383","Bosnia and Herz.","EU-candidate",28,2900,1,2
"6384","Bosnia and Herz.","EU-candidate",64,1000,1,2
"6385","Bosnia and Herz.","EU-candidate",27,1000,1,1
"6386","Bosnia and Herz.","EU-candidate",27,1900,1,3
"6387","Bosnia and Herz.","EU-candidate",33,1900,1,1
"6388","Bosnia and Herz.","EU-candidate",28,2000,1,2
"6389","Bosnia and Herz.","EU-candidate",72,580,1,2
"6390","Bosnia and Herz.","EU-candidate",32,1800,1,3
"6391","Bosnia and Herz.","EU-candidate",35,2500,1,1
"6392","Bosnia and Herz.","EU-candidate",53,2000,1,3
"6393","Bosnia and Herz.","EU-candidate",25,2500,1,1
"6394","Bosnia and Herz.","EU-candidate",55,2000,1,2
"6395","Bosnia and Herz.","EU-candidate",45,2500,1,1
"6396","Bosnia and Herz.","EU-candidate",27,2000,1,1
"6397","Bosnia and Herz.","EU-candidate",45,600,1,2
"6398","Bosnia and Herz.","EU-candidate",47,2147483647,1,2
"6399","Bosnia and Herz.","EU-candidate",20,NA,1,1
"6400","Bosnia and Herz.","EU-candidate",51,850,2,2
"6401","Bosnia and Herz.","EU-candidate",52,4000,1,2
"6402","Bosnia and Herz.","EU-candidate",55,2800,1,2
"6403","Bosnia and Herz.","EU-candidate",24,2000,1,1
"6404","Bosnia and Herz.","EU-candidate",62,326,1,1
"6405","Bosnia and Herz.","EU-candidate",50,4000,4,1
"6406","Bosnia and Herz.","EU-candidate",41,1500,4,2
"6407","Bosnia and Herz.","EU-candidate",61,1200,3,2
"6408","Bosnia and Herz.","EU-candidate",35,2500,1,1
"6409","Bosnia and Herz.","EU-candidate",18,2500,3,2
"6410","Bosnia and Herz.","EU-candidate",61,3500,3,1
"6411","Bosnia and Herz.","EU-candidate",19,2000,1,1
"6412","Bosnia and Herz.","EU-candidate",36,2500,4,2
"6413","Bosnia and Herz.","EU-candidate",54,1200,2,2
"6414","Bosnia and Herz.","EU-candidate",50,3000,4,2
"6415","Bosnia and Herz.","EU-candidate",20,800,4,2
"6416","Bosnia and Herz.","EU-candidate",61,1000,4,2
"6417","Bosnia and Herz.","EU-candidate",58,1200,2,2
"6418","Bosnia and Herz.","EU-candidate",28,1200,2,2
"6419","Bosnia and Herz.","EU-candidate",57,600,1,3
"6420","Bosnia and Herz.","EU-candidate",55,4000,2,2
"6421","Bosnia and Herz.","EU-candidate",34,3000,2,4
"6422","Bosnia and Herz.","EU-candidate",20,1200,3,3
"6423","Bosnia and Herz.","EU-candidate",22,1200,2,3
"6424","Bosnia and Herz.","EU-candidate",49,2000,2,3
"6425","Bosnia and Herz.","EU-candidate",48,2000,2,3
"6426","Bosnia and Herz.","EU-candidate",45,1500,3,4
"6427","Bosnia and Herz.","EU-candidate",45,2500,3,4
"6428","Bosnia and Herz.","EU-candidate",55,2000,3,4
"6429","Bosnia and Herz.","EU-candidate",39,2500,3,4
"6430","Bosnia and Herz.","EU-candidate",35,850,2,3
"6431","Bosnia and Herz.","EU-candidate",18,2000,1,3
"6432","Bosnia and Herz.","EU-candidate",18,1500,2,3
"6433","Bosnia and Herz.","EU-candidate",19,2100,1,2
"6434","Bosnia and Herz.","EU-candidate",40,1200,3,3
"6435","Bosnia and Herz.","EU-candidate",18,1500,2,3
"6436","Bosnia and Herz.","EU-candidate",45,1800,3,3
"6437","Bosnia and Herz.","EU-candidate",43,2500,2,3
"6438","Bosnia and Herz.","EU-candidate",40,2000,3,2
"6439","Bosnia and Herz.","EU-candidate",38,800,2,3
"6440","Bosnia and Herz.","EU-candidate",55,1700,3,4
"6441","Bosnia and Herz.","EU-candidate",40,900,2,3
"6442","Bosnia and Herz.","EU-candidate",32,2500,1,2
"6443","Bosnia and Herz.","EU-candidate",57,1000,2,3
"6444","Bosnia and Herz.","EU-candidate",19,2000,1,3
"6445","Bosnia and Herz.","EU-candidate",59,900,4,3
"6446","Bosnia and Herz.","EU-candidate",25,700,2,NA
"6447","Bosnia and Herz.","EU-candidate",35,800,1,NA
"6448","Bosnia and Herz.","EU-candidate",47,3000,2,2
"6449","Bosnia and Herz.","EU-candidate",25,700,2,3
"6450","Bosnia and Herz.","EU-candidate",50,800,2,NA
"6451","Bosnia and Herz.","EU-candidate",19,1000,1,NA
"6452","Bosnia and Herz.","EU-candidate",40,900,3,2
"6453","Bosnia and Herz.","EU-candidate",25,1000,2,3
"6454","Bosnia and Herz.","EU-candidate",54,1000,3,3
"6455","Bosnia and Herz.","EU-candidate",24,1334,1,NA
"6456","Bosnia and Herz.","EU-candidate",55,1500,1,3
"6457","Bosnia and Herz.","EU-candidate",33,900,3,3
"6458","Bosnia and Herz.","EU-candidate",30,900,1,3
"6459","Bosnia and Herz.","EU-candidate",49,2000,3,2
"6460","Bosnia and Herz.","EU-candidate",55,1000,1,4
"6461","Bosnia and Herz.","EU-candidate",30,1400,1,4
"6462","Bosnia and Herz.","EU-candidate",62,1500,2,3
"6463","Bosnia and Herz.","EU-candidate",48,1500,3,2
"6464","Bosnia and Herz.","EU-candidate",50,500,1,1
"6465","Bosnia and Herz.","EU-candidate",48,1250,3,2
"6466","Bosnia and Herz.","EU-candidate",22,1500,3,3
"6467","Bosnia and Herz.","EU-candidate",24,1200,1,4
"6468","Bosnia and Herz.","EU-candidate",30,2000,2,2
"6469","Bosnia and Herz.","EU-candidate",50,850,1,3
"6470","Bosnia and Herz.","EU-candidate",82,2600,3,2
"6471","Bosnia and Herz.","EU-candidate",21,1500,5,2
"6472","Bosnia and Herz.","EU-candidate",33,1200,2,3
"6473","Bosnia and Herz.","EU-candidate",58,1000,1,2
"6474","Bosnia and Herz.","EU-candidate",32,1000,1,2
"6475","Bosnia and Herz.","EU-candidate",27,326,1,2
"6476","Bosnia and Herz.","EU-candidate",59,500,1,2
"6477","Bosnia and Herz.","EU-candidate",39,1850,3,3
"6478","Bosnia and Herz.","EU-candidate",38,2500,3,4
"6479","Bosnia and Herz.","EU-candidate",66,850,2,2
"6480","Bosnia and Herz.","EU-candidate",27,900,4,4
"6481","Bosnia and Herz.","EU-candidate",26,1000,2,1
"6482","Bosnia and Herz.","EU-candidate",51,1000,2,1
"6483","Bosnia and Herz.","EU-candidate",54,600,2,2
"6484","Bosnia and Herz.","EU-candidate",53,NA,2,2
"6485","Bosnia and Herz.","EU-candidate",52,1300,2,2
"6486","Bosnia and Herz.","EU-candidate",49,2000,3,1
"6487","Bosnia and Herz.","EU-candidate",49,600,2,1
"6488","Bosnia and Herz.","EU-candidate",55,2500,2,2
"6489","Bosnia and Herz.","EU-candidate",31,1000,3,2
"6490","Bosnia and Herz.","EU-candidate",45,800,2,2
"6491","Bosnia and Herz.","EU-candidate",64,1000,1,2
"6492","Bosnia and Herz.","EU-candidate",54,2500,1,1
"6493","Bosnia and Herz.","EU-candidate",43,1500,3,2
"6494","Bosnia and Herz.","EU-candidate",48,1200,2,1
"6495","Bosnia and Herz.","EU-candidate",34,1200,2,1
"6496","Bosnia and Herz.","EU-candidate",51,1000,2,1
"6497","Bosnia and Herz.","EU-candidate",22,1500,1,1
"6498","Bosnia and Herz.","EU-candidate",56,NA,1,1
"6499","Bosnia and Herz.","EU-candidate",36,800,3,1
"6500","Bosnia and Herz.","EU-candidate",34,1500,3,1
"6501","Bosnia and Herz.","EU-candidate",49,1000,2,2
"6502","Bosnia and Herz.","EU-candidate",39,1000,3,1
"6503","Bosnia and Herz.","EU-candidate",31,1000,2,2
"6504","Bosnia and Herz.","EU-candidate",35,1500,3,1
"6505","Bosnia and Herz.","EU-candidate",56,1500,2,1
"6506","Bosnia and Herz.","EU-candidate",70,NA,2,2
"6507","Bosnia and Herz.","EU-candidate",71,160,2,2
"6508","Bosnia and Herz.","EU-candidate",50,NA,2,1
"6509","Bosnia and Herz.","EU-candidate",18,1500,2,1
"6510","Bosnia and Herz.","EU-candidate",21,1000,2,1
"6511","Bosnia and Herz.","EU-candidate",50,800,2,1
"6512","Bosnia and Herz.","EU-candidate",50,750,2,1
"6513","Bosnia and Herz.","EU-candidate",69,500,2,1
"6514","Bosnia and Herz.","EU-candidate",27,600,2,1
"6515","Bosnia and Herz.","EU-candidate",61,300,2,2
"6516","Bosnia and Herz.","EU-candidate",42,800,2,1
"6517","Bosnia and Herz.","EU-candidate",60,160,2,2
"6518","Bosnia and Herz.","EU-candidate",74,NA,2,2
"6519","Bosnia and Herz.","EU-candidate",43,2000,3,1
"6520","Bosnia and Herz.","EU-candidate",43,1000,3,1
"6521","Bosnia and Herz.","EU-candidate",67,NA,2,2
"6522","Bosnia and Herz.","EU-candidate",55,2200,3,2
"6523","Bosnia and Herz.","EU-candidate",65,1300,3,2
"6524","Bosnia and Herz.","EU-candidate",21,1200,2,2
"6525","Bosnia and Herz.","EU-candidate",41,1000,2,2
"6526","Bosnia and Herz.","EU-candidate",30,2000,3,2
"6527","Bosnia and Herz.","EU-candidate",48,2500,2,2
"6528","Bosnia and Herz.","EU-candidate",56,400,2,1
"6529","Bosnia and Herz.","EU-candidate",59,1200,3,2
"6530","Bosnia and Herz.","EU-candidate",39,1500,3,2
"6531","Bosnia and Herz.","EU-candidate",25,2000,2,2
"6532","Bosnia and Herz.","EU-candidate",48,2000,2,2
"6533","Bosnia and Herz.","EU-candidate",73,500,1,2
"6534","Bosnia and Herz.","EU-candidate",21,3000,3,2
"6535","Bosnia and Herz.","EU-candidate",39,400,2,2
"6536","Bosnia and Herz.","EU-candidate",43,450,2,2
"6537","Bosnia and Herz.","EU-candidate",43,800,2,2
"6538","Bosnia and Herz.","EU-candidate",54,800,2,2
"6539","Bosnia and Herz.","EU-candidate",50,1400,2,2
"6540","Bosnia and Herz.","EU-candidate",50,750,2,2
"6541","Bosnia and Herz.","EU-candidate",33,1000,2,2
"6542","Bosnia and Herz.","EU-candidate",70,350,2,2
"6543","Bosnia and Herz.","EU-candidate",64,500,2,3
"6544","Bosnia and Herz.","EU-candidate",40,800,4,4
"6545","Bosnia and Herz.","EU-candidate",39,600,3,4
"6546","Bosnia and Herz.","EU-candidate",40,3000,1,5
"6547","Bosnia and Herz.","EU-candidate",38,750,2,4
"6548","Bosnia and Herz.","EU-candidate",42,NA,3,4
"6549","Bosnia and Herz.","EU-candidate",35,600,3,4
"6550","Bosnia and Herz.","EU-candidate",37,1000,2,3
"6551","Bosnia and Herz.","EU-candidate",48,400,4,5
"6552","Bosnia and Herz.","EU-candidate",35,600,3,5
"6553","Bosnia and Herz.","EU-candidate",82,160,1,4
"6554","Bosnia and Herz.","EU-candidate",55,250,4,4
"6555","Bosnia and Herz.","EU-candidate",69,260,3,4
"6556","Bosnia and Herz.","EU-candidate",58,NA,NA,NA
"6557","Bosnia and Herz.","EU-candidate",73,350,3,4
"6558","Bosnia and Herz.","EU-candidate",56,1000,3,2
"6559","Bosnia and Herz.","EU-candidate",75,NA,3,4
"6560","Bosnia and Herz.","EU-candidate",86,120,3,5
"6561","Bosnia and Herz.","EU-candidate",60,400,3,3
"6562","Bosnia and Herz.","EU-candidate",36,3500,2,3
"6563","Bosnia and Herz.","EU-candidate",59,1200,3,2
"6564","Bosnia and Herz.","EU-candidate",60,420,4,2
"6565","Bosnia and Herz.","EU-candidate",30,2500,4,2
"6566","Bosnia and Herz.","EU-candidate",36,1800,4,2
"6567","Bosnia and Herz.","EU-candidate",63,1000,3,2
"6568","Bosnia and Herz.","EU-candidate",63,1000,2,NA
"6569","Bosnia and Herz.","EU-candidate",46,NA,1,2
"6570","Bosnia and Herz.","EU-candidate",68,1900,1,3
"6571","Bosnia and Herz.","EU-candidate",61,900,2,1
"6572","Bosnia and Herz.","EU-candidate",58,1500,4,2
"6573","Bosnia and Herz.","EU-candidate",62,2500,3,2
"6574","Bosnia and Herz.","EU-candidate",62,1100,4,2
"6575","Bosnia and Herz.","EU-candidate",36,NA,2,1
"6576","Bosnia and Herz.","EU-candidate",38,1500,3,2
"6577","Bosnia and Herz.","EU-candidate",27,1000,4,2
"6578","Bosnia and Herz.","EU-candidate",61,420,3,2
"6579","Bosnia and Herz.","EU-candidate",41,NA,5,1
"6580","Bosnia and Herz.","EU-candidate",33,1350,1,1
"6581","Bosnia and Herz.","EU-candidate",48,3000,2,1
"6582","Bosnia and Herz.","EU-candidate",35,1500,2,2
"6583","Bosnia and Herz.","EU-candidate",28,1100,2,3
"6584","Bosnia and Herz.","EU-candidate",46,700,3,2
"6585","Bosnia and Herz.","EU-candidate",34,800,2,3
"6586","Bosnia and Herz.","EU-candidate",60,400,1,2
"6587","Bosnia and Herz.","EU-candidate",42,NA,1,2
"6588","Bosnia and Herz.","EU-candidate",48,NA,3,2
"6589","Bosnia and Herz.","EU-candidate",27,800,3,2
"6590","Bosnia and Herz.","EU-candidate",53,1200,2,2
"6591","Bosnia and Herz.","EU-candidate",31,NA,2,2
"6592","Bosnia and Herz.","EU-candidate",48,800,2,2
"6593","Bosnia and Herz.","EU-candidate",25,NA,1,2
"6594","Bosnia and Herz.","EU-candidate",37,450,3,2
"6595","Bosnia and Herz.","EU-candidate",76,300,3,2
"6596","Bosnia and Herz.","EU-candidate",30,800,4,2
"6597","Bosnia and Herz.","EU-candidate",36,2000,4,2
"6598","Bosnia and Herz.","EU-candidate",56,800,1,3
"6599","Bosnia and Herz.","EU-candidate",68,200,3,3
"6600","Bosnia and Herz.","EU-candidate",35,400,1,3
"6601","Bosnia and Herz.","EU-candidate",53,700,3,2
"6602","Bosnia and Herz.","EU-candidate",49,NA,3,1
"6603","Bosnia and Herz.","EU-candidate",30,NA,2,2
"6604","Bosnia and Herz.","EU-candidate",62,NA,1,1
"6605","Bosnia and Herz.","EU-candidate",41,NA,1,1
"6606","Bosnia and Herz.","EU-candidate",28,3000,3,1
"6607","Bosnia and Herz.","EU-candidate",33,NA,3,2
"6608","Bosnia and Herz.","EU-candidate",61,900,2,1
"6609","Bosnia and Herz.","EU-candidate",36,600,5,4
"6610","Bosnia and Herz.","EU-candidate",65,300,1,1
"6611","Bosnia and Herz.","EU-candidate",59,1500,3,3
"6612","Bosnia and Herz.","EU-candidate",31,NA,1,3
"6613","Bosnia and Herz.","EU-candidate",33,1000,5,1
"6614","Bosnia and Herz.","EU-candidate",55,NA,1,3
"6615","Bosnia and Herz.","EU-candidate",41,2700,2,2
"6616","Bosnia and Herz.","EU-candidate",75,800,1,3
"6617","Bosnia and Herz.","EU-candidate",78,1000,1,2
"6618","Bosnia and Herz.","EU-candidate",67,NA,1,2
"6619","Bosnia and Herz.","EU-candidate",59,NA,3,1
"6620","Bosnia and Herz.","EU-candidate",65,1500,1,1
"6621","Bosnia and Herz.","EU-candidate",36,1300,NA,NA
"6622","Bosnia and Herz.","EU-candidate",58,NA,1,3
"6623","Bosnia and Herz.","EU-candidate",70,300,1,NA
"6624","Bosnia and Herz.","EU-candidate",36,NA,1,1
"6625","Bosnia and Herz.","EU-candidate",62,NA,1,1
"6626","Bosnia and Herz.","EU-candidate",75,NA,4,1
"6627","Bosnia and Herz.","EU-candidate",56,NA,1,3
"6628","Bosnia and Herz.","EU-candidate",34,NA,1,1
"6629","Bosnia and Herz.","EU-candidate",70,350,1,3
"6630","Bosnia and Herz.","EU-candidate",36,NA,3,1
"6631","Bosnia and Herz.","EU-candidate",42,NA,1,1
"6632","Bosnia and Herz.","EU-candidate",76,350,2,2
"6633","Bosnia and Herz.","EU-candidate",45,NA,1,3
"6634","Bosnia and Herz.","EU-candidate",76,NA,2,3
"6635","Bosnia and Herz.","EU-candidate",81,850,3,2
"6636","Bosnia and Herz.","EU-candidate",85,NA,2,1
"6637","Bosnia and Herz.","EU-candidate",60,NA,1,3
"6638","Bosnia and Herz.","EU-candidate",80,NA,2,2
"6639","Bosnia and Herz.","EU-candidate",80,NA,2,2
"6640","Bosnia and Herz.","EU-candidate",48,NA,1,1
"6641","Bosnia and Herz.","EU-candidate",57,320,1,3
"6642","Bosnia and Herz.","EU-candidate",25,NA,1,1
"6643","Bosnia and Herz.","EU-candidate",22,NA,1,1
"6644","Bosnia and Herz.","EU-candidate",27,NA,1,2
"6645","Bosnia and Herz.","EU-candidate",37,NA,3,2
"6646","Bosnia and Herz.","EU-candidate",21,NA,1,3
"6647","Bosnia and Herz.","EU-candidate",22,NA,3,2
"6648","Bosnia and Herz.","EU-candidate",35,NA,4,2
"6649","Bosnia and Herz.","EU-candidate",22,NA,1,1
"6650","Bosnia and Herz.","EU-candidate",21,400,4,2
"6651","Bosnia and Herz.","EU-candidate",46,NA,2,3
"6652","Bosnia and Herz.","EU-candidate",24,NA,3,3
"6653","Bosnia and Herz.","EU-candidate",25,NA,1,3
"6654","Bosnia and Herz.","EU-candidate",50,NA,2,3
"6655","Bosnia and Herz.","EU-candidate",37,1500,2,2
"6656","Bosnia and Herz.","EU-candidate",54,NA,1,1
"6657","Bosnia and Herz.","EU-candidate",22,NA,1,1
"6658","Bosnia and Herz.","EU-candidate",57,NA,3,1
"6659","Bosnia and Herz.","EU-candidate",50,NA,1,2
"6660","Bosnia and Herz.","EU-candidate",47,NA,3,3
"6661","Bosnia and Herz.","EU-candidate",23,NA,1,1
"6662","Bosnia and Herz.","EU-candidate",74,270,4,1
"6663","Bosnia and Herz.","EU-candidate",60,200,NA,3
"6664","Bosnia and Herz.","EU-candidate",75,160,1,3
"6665","Bosnia and Herz.","EU-candidate",74,300,1,2
"6666","Bosnia and Herz.","EU-candidate",25,500,1,1
"6667","Bosnia and Herz.","EU-candidate",57,NA,1,3
"6668","Bosnia and Herz.","EU-candidate",76,240,4,NA
"6669","Bosnia and Herz.","EU-candidate",56,200,NA,3
"6670","Bosnia and Herz.","EU-candidate",70,200,3,NA
"6671","Bosnia and Herz.","EU-candidate",60,600,4,3
"6672","Bosnia and Herz.","EU-candidate",49,350,3,3
"6673","Bosnia and Herz.","EU-candidate",61,800,2,2
"6674","Bosnia and Herz.","EU-candidate",72,300,1,2
"6675","Bosnia and Herz.","EU-candidate",41,220,3,NA
"6676","Bosnia and Herz.","EU-candidate",26,NA,4,3
"6677","Bosnia and Herz.","EU-candidate",42,NA,3,3
"6678","Bosnia and Herz.","EU-candidate",61,300,3,2
"6679","Bosnia and Herz.","EU-candidate",62,1000,1,1
"6680","Bosnia and Herz.","EU-candidate",60,300,3,2
"6681","Bosnia and Herz.","EU-candidate",57,1000,4,2
"6682","Bosnia and Herz.","EU-candidate",24,NA,2,2
"6683","Bosnia and Herz.","EU-candidate",21,NA,1,3
"6684","Bosnia and Herz.","EU-candidate",25,NA,2,3
"6685","Bosnia and Herz.","EU-candidate",19,NA,2,3
"6686","Bosnia and Herz.","EU-candidate",22,1500,3,2
"6687","Bosnia and Herz.","EU-candidate",19,NA,2,1
"6688","Bosnia and Herz.","EU-candidate",19,NA,3,3
"6689","Bosnia and Herz.","EU-candidate",19,NA,3,2
"6690","Bosnia and Herz.","EU-candidate",19,NA,NA,2
"6691","Bosnia and Herz.","EU-candidate",22,NA,4,3
"6692","Bosnia and Herz.","EU-candidate",19,NA,NA,3
"6693","Bosnia and Herz.","EU-candidate",18,1000,3,2
"6694","Bosnia and Herz.","EU-candidate",54,NA,1,2
"6695","Bosnia and Herz.","EU-candidate",60,NA,2,2
"6696","Bosnia and Herz.","EU-candidate",60,NA,2,3
"6697","Bosnia and Herz.","EU-candidate",73,NA,2,1
"6698","Bosnia and Herz.","EU-candidate",41,NA,1,2
"6699","Bosnia and Herz.","EU-candidate",63,NA,1,2
"6700","Bosnia and Herz.","EU-candidate",33,NA,1,1
"6701","Bosnia and Herz.","EU-candidate",19,NA,2,2
"6702","Bosnia and Herz.","EU-candidate",22,1500,1,1
"6703","Bosnia and Herz.","EU-candidate",41,NA,1,1
"6704","Bosnia and Herz.","EU-candidate",43,NA,1,1
"6705","Bosnia and Herz.","EU-candidate",20,2300,1,1
"6706","Bosnia and Herz.","EU-candidate",57,1000,1,1
"6707","Bosnia and Herz.","EU-candidate",55,NA,1,1
"6708","Bosnia and Herz.","EU-candidate",53,500,1,1
"6709","Bosnia and Herz.","EU-candidate",56,850,1,2
"6710","Bosnia and Herz.","EU-candidate",18,NA,1,1
"6711","Bosnia and Herz.","EU-candidate",24,NA,1,1
"6712","Bosnia and Herz.","EU-candidate",26,300,1,1
"6713","Bosnia and Herz.","EU-candidate",76,700,1,1
"6714","Bosnia and Herz.","EU-candidate",47,2000,1,4
"6715","Bosnia and Herz.","EU-candidate",45,NA,1,1
"6716","Bosnia and Herz.","EU-candidate",44,850,1,4
"6717","Bosnia and Herz.","EU-candidate",63,400,1,1
"6718","Bosnia and Herz.","EU-candidate",65,NA,1,1
"6719","Bosnia and Herz.","EU-candidate",40,NA,1,1
"6720","Bosnia and Herz.","EU-candidate",50,NA,1,1
"6721","Bosnia and Herz.","EU-candidate",68,320,4,1
