"","country","country_group","age_pr","household_income","trust_president","satisfaction_economy"
"38289","Romania","EU-member",35,NA,4,4
"38290","Romania","EU-member",84,900,2,2
"38291","Romania","EU-member",74,NA,3,4
"38292","Romania","EU-member",38,1500,4,4
"38293","Romania","EU-member",67,NA,4,1
"38294","Romania","EU-member",75,800,2,2
"38295","Romania","EU-member",30,3700,4,4
"38296","Romania","EU-member",76,2600,3,4
"38297","Romania","EU-member",80,1000,5,5
"38298","Romania","EU-member",77,1000,2,3
"38299","Romania","EU-member",30,4000,3,5
"38300","Romania","EU-member",50,2000,3,3
"38301","Romania","EU-member",66,2000,1,3
"38302","Romania","EU-member",57,NA,2,3
"38303","Romania","EU-member",68,4000,4,2
"38304","Romania","EU-member",45,3800,3,4
"38305","Romania","EU-member",80,1600,2,2
"38306","Romania","EU-member",63,1200,3,3
"38307","Romania","EU-member",78,700,3,4
"38308","Romania","EU-member",41,3000,4,4
"38309","Romania","EU-member",70,3300,3,4
"38310","Romania","EU-member",67,960,2,3
"38311","Romania","EU-member",44,3600,3,2
"38312","Romania","EU-member",76,1160,2,3
"38313","Romania","EU-member",64,1000,4,4
"38314","Romania","EU-member",67,3000,5,2
"38315","Romania","EU-member",39,2500,4,4
"38316","Romania","EU-member",61,NA,2,2
"38317","Romania","EU-member",71,NA,NA,2
"38318","Romania","EU-member",53,1600,2,2
"38319","Romania","EU-member",84,1500,4,3
"38320","Romania","EU-member",58,NA,3,2
"38321","Romania","EU-member",84,600,4,3
"38322","Romania","EU-member",64,NA,2,2
"38323","Romania","EU-member",76,1200,2,2
"38324","Romania","EU-member",39,NA,3,2
"38325","Romania","EU-member",24,NA,3,2
"38326","Romania","EU-member",39,1300,4,2
"38327","Romania","EU-member",63,NA,NA,3
"38328","Romania","EU-member",20,NA,3,2
"38329","Romania","EU-member",42,1300,1,2
"38330","Romania","EU-member",62,NA,1,2
"38331","Romania","EU-member",35,NA,1,3
"38332","Romania","EU-member",75,980,3,2
"38333","Romania","EU-member",65,NA,4,2
"38334","Romania","EU-member",29,NA,4,4
"38335","Romania","EU-member",52,600,1,2
"38336","Romania","EU-member",34,NA,2,2
"38337","Romania","EU-member",28,2300,2,4
"38338","Romania","EU-member",61,700,3,3
"38339","Romania","EU-member",45,1000,1,2
"38340","Romania","EU-member",24,NA,2,3
"38341","Romania","EU-member",67,800,3,3
"38342","Romania","EU-member",59,1800,2,2
"38343","Romania","EU-member",26,4000,2,4
"38344","Romania","EU-member",24,3000,2,5
"38345","Romania","EU-member",40,6000,3,5
"38346","Romania","EU-member",27,NA,4,4
"38347","Romania","EU-member",67,800,1,4
"38348","Romania","EU-member",38,5000,2,3
"38349","Romania","EU-member",32,NA,4,3
"38350","Romania","EU-member",39,4000,3,3
"38351","Romania","EU-member",31,4500,3,4
"38352","Romania","EU-member",47,3500,2,2
"38353","Romania","EU-member",58,800,4,3
"38354","Romania","EU-member",27,3500,3,3
"38355","Romania","EU-member",35,NA,4,3
"38356","Romania","EU-member",27,2500,3,3
"38357","Romania","EU-member",32,4000,3,3
"38358","Romania","EU-member",29,3000,3,4
"38359","Romania","EU-member",66,1100,5,3
"38360","Romania","EU-member",20,NA,2,4
"38361","Romania","EU-member",69,900,1,2
"38362","Romania","EU-member",25,NA,2,4
"38363","Romania","EU-member",42,2000,1,2
"38364","Romania","EU-member",64,2500,4,2
"38365","Romania","EU-member",26,2400,1,2
"38366","Romania","EU-member",69,2500,5,2
"38367","Romania","EU-member",39,4500,4,3
"38368","Romania","EU-member",39,3000,2,4
"38369","Romania","EU-member",74,2200,1,2
"38370","Romania","EU-member",65,3000,3,2
"38371","Romania","EU-member",28,3500,4,2
"38372","Romania","EU-member",23,2000,3,4
"38373","Romania","EU-member",24,1000,4,4
"38374","Romania","EU-member",72,1500,4,2
"38375","Romania","EU-member",26,2000,4,2
"38376","Romania","EU-member",51,520,5,4
"38377","Romania","EU-member",45,30000,5,4
"38378","Romania","EU-member",23,3000,2,2
"38379","Romania","EU-member",31,3300,5,4
"38380","Romania","EU-member",37,6000,3,3
"38381","Romania","EU-member",59,2200,4,2
"38382","Romania","EU-member",38,4000,5,4
"38383","Romania","EU-member",59,3000,1,1
"38384","Romania","EU-member",67,850,1,1
"38385","Romania","EU-member",71,875,1,1
"38386","Romania","EU-member",85,2500,3,3
"38387","Romania","EU-member",19,2500,3,3
"38388","Romania","EU-member",47,NA,3,3
"38389","Romania","EU-member",66,940,3,2
"38390","Romania","EU-member",47,1100,4,2
"38391","Romania","EU-member",42,2200,3,3
"38392","Romania","EU-member",47,2300,4,2
"38393","Romania","EU-member",47,2470,3,2
"38394","Romania","EU-member",74,7600,1,3
"38395","Romania","EU-member",47,1000,3,NA
"38396","Romania","EU-member",60,NA,1,3
"38397","Romania","EU-member",60,1100,4,4
"38398","Romania","EU-member",18,NA,1,2
"38399","Romania","EU-member",70,1600,3,2
"38400","Romania","EU-member",79,1200,3,3
"38401","Romania","EU-member",39,2100,3,3
"38402","Romania","EU-member",57,900,3,2
"38403","Romania","EU-member",70,680,1,1
"38404","Romania","EU-member",47,3000,1,4
"38405","Romania","EU-member",64,NA,1,1
"38406","Romania","EU-member",54,1400,4,2
"38407","Romania","EU-member",71,725,1,1
"38408","Romania","EU-member",43,1100,1,1
"38409","Romania","EU-member",58,1300,1,1
"38410","Romania","EU-member",63,900,1,1
"38411","Romania","EU-member",63,3000,1,1
"38412","Romania","EU-member",39,840,1,1
"38413","Romania","EU-member",40,3000,1,4
"38414","Romania","EU-member",38,3000,1,1
"38415","Romania","EU-member",35,2000,4,2
"38416","Romania","EU-member",29,NA,1,5
"38417","Romania","EU-member",49,NA,4,1
"38418","Romania","EU-member",71,2700,4,2
"38419","Romania","EU-member",71,NA,4,NA
"38420","Romania","EU-member",64,2000,4,2
"38421","Romania","EU-member",46,2300,4,2
"38422","Romania","EU-member",53,3000,1,1
"38423","Romania","EU-member",30,NA,2,1
"38424","Romania","EU-member",52,4000,4,2
"38425","Romania","EU-member",54,4000,2,2
"38426","Romania","EU-member",82,500,1,NA
"38427","Romania","EU-member",77,1200,1,4
"38428","Romania","EU-member",58,3500,1,4
"38429","Romania","EU-member",56,2000,4,1
"38430","Romania","EU-member",53,3500,4,1
"38431","Romania","EU-member",38,NA,4,2
"38432","Romania","EU-member",52,6000,4,4
"38433","Romania","EU-member",28,1700,4,2
"38434","Romania","EU-member",40,NA,2,2
"38435","Romania","EU-member",48,3000,4,1
"38436","Romania","EU-member",86,NA,4,NA
"38437","Romania","EU-member",54,NA,4,5
"38438","Romania","EU-member",19,2000,1,5
"38439","Romania","EU-member",23,NA,1,2
"38440","Romania","EU-member",47,3000,2,1
"38441","Romania","EU-member",48,3500,2,2
"38442","Romania","EU-member",44,2000,4,4
"38443","Romania","EU-member",77,1200,2,3
"38444","Romania","EU-member",61,938,1,2
"38445","Romania","EU-member",67,1800,1,2
"38446","Romania","EU-member",33,NA,2,2
"38447","Romania","EU-member",76,3000,3,4
"38448","Romania","EU-member",22,NA,1,4
"38449","Romania","EU-member",73,3200,4,3
"38450","Romania","EU-member",59,NA,2,2
"38451","Romania","EU-member",22,1000,4,3
"38452","Romania","EU-member",52,NA,4,2
"38453","Romania","EU-member",26,NA,1,2
"38454","Romania","EU-member",48,NA,4,2
"38455","Romania","EU-member",36,3500,2,2
"38456","Romania","EU-member",35,NA,4,3
"38457","Romania","EU-member",45,4000,1,1
"38458","Romania","EU-member",29,NA,4,2
"38459","Romania","EU-member",75,NA,4,2
"38460","Romania","EU-member",23,NA,4,2
"38461","Romania","EU-member",23,3500,4,2
"38462","Romania","EU-member",79,2500,4,1
"38463","Romania","EU-member",24,2500,1,2
"38464","Romania","EU-member",70,750,1,1
"38465","Romania","EU-member",32,4000,1,5
"38466","Romania","EU-member",42,2000,2,2
"38467","Romania","EU-member",19,1900,1,4
"38468","Romania","EU-member",56,780,1,5
"38469","Romania","EU-member",42,5500,1,5
"38470","Romania","EU-member",43,4000,5,NA
"38471","Romania","EU-member",72,1400,2,3
"38472","Romania","EU-member",27,3700,5,5
"38473","Romania","EU-member",63,3000,2,2
"38474","Romania","EU-member",72,1500,3,1
"38475","Romania","EU-member",25,2000,4,2
"38476","Romania","EU-member",79,1400,4,2
"38477","Romania","EU-member",69,NA,4,4
"38478","Romania","EU-member",72,2000,4,4
"38479","Romania","EU-member",66,1800,4,4
"38480","Romania","EU-member",54,5000,2,4
"38481","Romania","EU-member",65,950,4,NA
"38482","Romania","EU-member",28,2500,1,1
"38483","Romania","EU-member",23,3000,1,4
"38484","Romania","EU-member",74,1080,1,NA
"38485","Romania","EU-member",35,1800,4,4
"38486","Romania","EU-member",55,2000,2,2
"38487","Romania","EU-member",47,1800,4,1
"38488","Romania","EU-member",35,NA,2,2
"38489","Romania","EU-member",37,NA,4,4
"38490","Romania","EU-member",49,5000,NA,2
"38491","Romania","EU-member",79,3000,1,NA
"38492","Romania","EU-member",33,4000,NA,NA
"38493","Romania","EU-member",51,2000,4,1
"38494","Romania","EU-member",19,NA,4,4
"38495","Romania","EU-member",34,4000,1,5
"38496","Romania","EU-member",23,2000,1,5
"38497","Romania","EU-member",26,3200,4,2
"38498","Romania","EU-member",23,2500,4,2
"38499","Romania","EU-member",26,3000,1,4
"38500","Romania","EU-member",38,3500,2,1
"38501","Romania","EU-member",54,1500,1,2
"38502","Romania","EU-member",62,2500,2,2
"38503","Romania","EU-member",50,1400,4,1
"38504","Romania","EU-member",63,1900,3,3
"38505","Romania","EU-member",39,1100,3,2
"38506","Romania","EU-member",44,2400,4,2
"38507","Romania","EU-member",20,3200,4,3
"38508","Romania","EU-member",22,3500,4,2
"38509","Romania","EU-member",62,600,3,2
"38510","Romania","EU-member",58,2200,4,2
"38511","Romania","EU-member",42,980,4,NA
"38512","Romania","EU-member",45,1600,1,1
"38513","Romania","EU-member",47,2000,4,2
"38514","Romania","EU-member",60,1300,4,3
"38515","Romania","EU-member",24,3000,4,3
"38516","Romania","EU-member",81,5000,1,1
"38517","Romania","EU-member",74,1900,4,3
"38518","Romania","EU-member",25,7000,4,3
"38519","Romania","EU-member",28,7000,4,4
"38520","Romania","EU-member",42,900,1,2
"38521","Romania","EU-member",18,4000,1,1
"38522","Romania","EU-member",54,480,4,2
"38523","Romania","EU-member",48,780,3,3
"38524","Romania","EU-member",60,5000,1,2
"38525","Romania","EU-member",60,2000,3,1
"38526","Romania","EU-member",24,NA,4,2
"38527","Romania","EU-member",59,NA,4,1
"38528","Romania","EU-member",27,6000,4,4
"38529","Romania","EU-member",55,NA,1,2
"38530","Romania","EU-member",31,NA,3,1
"38531","Romania","EU-member",69,1100,1,4
"38532","Romania","EU-member",74,1900,1,1
"38533","Romania","EU-member",73,713,1,1
"38534","Romania","EU-member",59,NA,1,2
"38535","Romania","EU-member",57,2500,1,1
"38536","Romania","EU-member",82,800,2,1
"38537","Romania","EU-member",53,NA,2,1
"38538","Romania","EU-member",60,2000,1,1
"38539","Romania","EU-member",42,3000,1,1
"38540","Romania","EU-member",75,3500,2,1
"38541","Romania","EU-member",32,NA,3,4
"38542","Romania","EU-member",64,483,1,1
"38543","Romania","EU-member",63,NA,1,1
"38544","Romania","EU-member",37,2500,1,1
"38545","Romania","EU-member",81,1700,1,1
"38546","Romania","EU-member",26,3000,2,4
"38547","Romania","EU-member",60,1300,4,1
"38548","Romania","EU-member",60,840,1,1
"38549","Romania","EU-member",74,2500,1,1
"38550","Romania","EU-member",68,2600,1,1
"38551","Romania","EU-member",79,NA,1,1
"38552","Romania","EU-member",19,NA,3,3
"38553","Romania","EU-member",64,3000,1,1
"38554","Romania","EU-member",45,4000,1,1
"38555","Romania","EU-member",72,NA,1,1
"38556","Romania","EU-member",26,1500,1,2
"38557","Romania","EU-member",66,2200,3,1
"38558","Romania","EU-member",77,1170,1,1
"38559","Romania","EU-member",29,NA,1,1
"38560","Romania","EU-member",30,NA,3,2
"38561","Romania","EU-member",22,NA,4,1
"38562","Romania","EU-member",42,NA,1,2
"38563","Romania","EU-member",72,2000,2,1
"38564","Romania","EU-member",33,1200,4,1
"38565","Romania","EU-member",45,1000,3,2
"38566","Romania","EU-member",57,550,2,1
"38567","Romania","EU-member",60,1400,1,2
"38568","Romania","EU-member",79,870,1,3
"38569","Romania","EU-member",61,1500,2,2
"38570","Romania","EU-member",74,1300,3,3
"38571","Romania","EU-member",62,3200,4,2
"38572","Romania","EU-member",32,2300,2,1
"38573","Romania","EU-member",48,NA,3,2
"38574","Romania","EU-member",64,700,3,2
"38575","Romania","EU-member",59,2300,1,2
"38576","Romania","EU-member",67,1600,1,2
"38577","Romania","EU-member",28,3000,1,1
"38578","Romania","EU-member",58,1300,1,1
"38579","Romania","EU-member",58,2300,1,1
"38580","Romania","EU-member",56,525,1,1
"38581","Romania","EU-member",56,3000,1,1
"38582","Romania","EU-member",78,3500,1,1
"38583","Romania","EU-member",66,840,1,1
"38584","Romania","EU-member",61,1400,2,NA
"38585","Romania","EU-member",44,NA,4,3
"38586","Romania","EU-member",61,750,1,1
"38587","Romania","EU-member",65,2000,4,3
"38588","Romania","EU-member",63,1350,5,4
"38589","Romania","EU-member",66,950,4,4
"38590","Romania","EU-member",62,1800,3,2
"38591","Romania","EU-member",33,3200,1,1
"38592","Romania","EU-member",60,1900,2,2
"38593","Romania","EU-member",83,1200,3,4
"38594","Romania","EU-member",78,1700,1,1
"38595","Romania","EU-member",46,NA,2,1
"38596","Romania","EU-member",48,2000,2,2
"38597","Romania","EU-member",65,3800,4,3
"38598","Romania","EU-member",65,600,1,2
"38599","Romania","EU-member",68,900,2,1
"38600","Romania","EU-member",30,4500,3,2
"38601","Romania","EU-member",73,1800,1,1
"38602","Romania","EU-member",47,1600,4,2
"38603","Romania","EU-member",21,NA,2,2
"38604","Romania","EU-member",73,2000,1,3
"38605","Romania","EU-member",71,650,4,2
"38606","Romania","EU-member",31,2000,5,4
"38607","Romania","EU-member",44,1150,4,2
"38608","Romania","EU-member",80,4000,4,2
"38609","Romania","EU-member",78,490,1,2
"38610","Romania","EU-member",60,500,2,3
"38611","Romania","EU-member",46,NA,5,2
"38612","Romania","EU-member",59,1800,1,4
"38613","Romania","EU-member",27,3000,3,4
"38614","Romania","EU-member",83,1500,1,1
"38615","Romania","EU-member",87,800,4,4
"38616","Romania","EU-member",43,4000,1,1
"38617","Romania","EU-member",71,4000,4,3
"38618","Romania","EU-member",48,2600,2,3
"38619","Romania","EU-member",84,1400,4,4
"38620","Romania","EU-member",20,NA,2,4
"38621","Romania","EU-member",39,NA,1,2
"38622","Romania","EU-member",71,950,5,3
"38623","Romania","EU-member",67,2500,2,3
"38624","Romania","EU-member",47,3000,1,1
"38625","Romania","EU-member",57,NA,1,3
"38626","Romania","EU-member",48,99,3,4
"38627","Romania","EU-member",72,500,2,4
"38628","Romania","EU-member",58,99,1,4
"38629","Romania","EU-member",62,3000,3,5
"38630","Romania","EU-member",78,NA,1,3
"38631","Romania","EU-member",74,NA,3,3
"38632","Romania","EU-member",40,NA,1,5
"38633","Romania","EU-member",37,3000,1,4
"38634","Romania","EU-member",64,900,3,4
"38635","Romania","EU-member",77,NA,1,3
"38636","Romania","EU-member",64,1900,3,3
"38637","Romania","EU-member",64,NA,1,4
"38638","Romania","EU-member",66,NA,2,1
"38639","Romania","EU-member",70,NA,1,2
"38640","Romania","EU-member",82,NA,1,2
"38641","Romania","EU-member",72,NA,1,3
"38642","Romania","EU-member",61,NA,1,3
"38643","Romania","EU-member",35,1500,2,3
"38644","Romania","EU-member",47,3850,1,4
"38645","Romania","EU-member",69,2100,1,2
"38646","Romania","EU-member",33,2000,2,2
"38647","Romania","EU-member",36,1800,3,2
"38648","Romania","EU-member",72,700,2,2
"38649","Romania","EU-member",47,NA,5,3
"38650","Romania","EU-member",33,NA,1,3
"38651","Romania","EU-member",70,530,2,2
"38652","Romania","EU-member",33,1800,2,4
"38653","Romania","EU-member",41,2500,1,2
"38654","Romania","EU-member",45,NA,1,2
"38655","Romania","EU-member",42,NA,2,3
"38656","Romania","EU-member",49,2000,1,2
"38657","Romania","EU-member",32,4000,2,2
"38658","Romania","EU-member",34,500,1,2
"38659","Romania","EU-member",31,NA,NA,1
"38660","Romania","EU-member",54,NA,1,2
"38661","Romania","EU-member",29,500,1,2
"38662","Romania","EU-member",40,NA,1,1
"38663","Romania","EU-member",77,900,3,2
"38664","Romania","EU-member",52,900,1,2
"38665","Romania","EU-member",71,1900,4,2
"38666","Romania","EU-member",62,2200,2,3
"38667","Romania","EU-member",73,2100,3,2
"38668","Romania","EU-member",76,3500,4,3
"38669","Romania","EU-member",32,3000,4,3
"38670","Romania","EU-member",66,1800,4,3
"38671","Romania","EU-member",37,45000,1,2
"38672","Romania","EU-member",44,2600,2,2
"38673","Romania","EU-member",57,NA,2,2
"38674","Romania","EU-member",68,450,2,1
"38675","Romania","EU-member",57,NA,2,2
"38676","Romania","EU-member",64,420,NA,1
"38677","Romania","EU-member",32,2000,2,2
"38678","Romania","EU-member",63,1000,3,2
"38679","Romania","EU-member",42,1550,4,2
"38680","Romania","EU-member",71,NA,2,1
"38681","Romania","EU-member",76,NA,4,2
"38682","Romania","EU-member",83,22500,3,NA
"38683","Romania","EU-member",25,NA,2,2
"38684","Romania","EU-member",35,1400,2,2
"38685","Romania","EU-member",69,1500,2,2
"38686","Romania","EU-member",43,1000,2,NA
"38687","Romania","EU-member",60,1500,4,4
"38688","Romania","EU-member",57,600,1,3
"38689","Romania","EU-member",45,NA,1,2
"38690","Romania","EU-member",64,1100,1,3
"38691","Romania","EU-member",77,400,1,1
"38692","Romania","EU-member",39,1800,3,2
"38693","Romania","EU-member",51,1800,4,2
"38694","Romania","EU-member",41,600,1,2
"38695","Romania","EU-member",74,1100,4,4
"38696","Romania","EU-member",57,NA,2,2
"38697","Romania","EU-member",39,3000,2,3
"38698","Romania","EU-member",69,340,2,1
"38699","Romania","EU-member",72,1800,4,1
"38700","Romania","EU-member",76,700,2,1
"38701","Romania","EU-member",45,400,4,2
"38702","Romania","EU-member",35,700,1,NA
"38703","Romania","EU-member",70,500,NA,NA
"38704","Romania","EU-member",67,650,1,2
"38705","Romania","EU-member",74,500,3,NA
"38706","Romania","EU-member",60,1200,2,2
"38707","Romania","EU-member",49,2200,3,3
"38708","Romania","EU-member",53,2000,4,3
"38709","Romania","EU-member",49,400,4,3
"38710","Romania","EU-member",57,600,3,3
"38711","Romania","EU-member",25,2000,2,2
"38712","Romania","EU-member",37,500,3,2
"38713","Romania","EU-member",82,3500,3,4
"38714","Romania","EU-member",71,2700,1,3
"38715","Romania","EU-member",42,NA,4,1
"38716","Romania","EU-member",62,1300,3,2
"38717","Romania","EU-member",68,1800,2,3
"38718","Romania","EU-member",22,NA,1,4
"38719","Romania","EU-member",24,850,3,4
"38720","Romania","EU-member",29,2200,3,3
"38721","Romania","EU-member",31,NA,3,4
"38722","Romania","EU-member",69,1200,1,1
"38723","Romania","EU-member",23,1200,4,3
"38724","Romania","EU-member",49,NA,4,3
"38725","Romania","EU-member",62,1700,3,3
"38726","Romania","EU-member",29,160,1,1
"38727","Romania","EU-member",48,2000,3,4
"38728","Romania","EU-member",41,1500,1,1
"38729","Romania","EU-member",47,800,1,2
"38730","Romania","EU-member",67,1300,1,2
"38731","Romania","EU-member",55,NA,4,3
"38732","Romania","EU-member",60,300,2,3
"38733","Romania","EU-member",18,800,2,1
"38734","Romania","EU-member",80,2000,1,1
"38735","Romania","EU-member",67,2500,5,2
"38736","Romania","EU-member",24,700,1,2
"38737","Romania","EU-member",38,750,1,1
"38738","Romania","EU-member",59,900,5,3
"38739","Romania","EU-member",67,1000,1,1
"38740","Romania","EU-member",82,800,4,4
"38741","Romania","EU-member",77,900,3,2
"38742","Romania","EU-member",35,900,4,2
"38743","Romania","EU-member",50,1500,4,1
"38744","Romania","EU-member",18,600,4,3
"38745","Romania","EU-member",37,3000,4,4
"38746","Romania","EU-member",67,1200,2,2
"38747","Romania","EU-member",48,1800,3,2
"38748","Romania","EU-member",32,2000,2,2
"38749","Romania","EU-member",49,NA,2,3
"38750","Romania","EU-member",51,2500,4,3
"38751","Romania","EU-member",57,1600,3,3
"38752","Romania","EU-member",53,200,2,2
"38753","Romania","EU-member",18,1000,4,2
"38754","Romania","EU-member",30,1500,3,4
"38755","Romania","EU-member",19,2000,4,3
"38756","Romania","EU-member",31,900,3,NA
"38757","Romania","EU-member",57,NA,4,1
"38758","Romania","EU-member",76,700,2,3
"38759","Romania","EU-member",68,500,4,3
"38760","Romania","EU-member",35,2000,1,2
"38761","Romania","EU-member",65,142,4,2
"38762","Romania","EU-member",24,NA,1,2
"38763","Romania","EU-member",29,2500,4,2
"38764","Romania","EU-member",63,1400,3,2
"38765","Romania","EU-member",36,1300,5,2
"38766","Romania","EU-member",48,1400,3,3
"38767","Romania","EU-member",37,1500,4,2
"38768","Romania","EU-member",27,1100,2,2
"38769","Romania","EU-member",37,1100,3,3
"38770","Romania","EU-member",30,2100,4,2
"38771","Romania","EU-member",46,1400,3,3
"38772","Romania","EU-member",36,2100,3,3
"38773","Romania","EU-member",36,1800,4,3
"38774","Romania","EU-member",44,1000,3,4
"38775","Romania","EU-member",39,2000,3,4
"38776","Romania","EU-member",58,1000,3,3
"38777","Romania","EU-member",30,2000,3,3
"38778","Romania","EU-member",38,1700,4,NA
"38779","Romania","EU-member",28,6000,2,4
"38780","Romania","EU-member",49,270,4,2
"38781","Romania","EU-member",48,1300,3,2
"38782","Romania","EU-member",37,1600,4,4
"38783","Romania","EU-member",64,1200,2,2
"38784","Romania","EU-member",71,540,4,2
"38785","Romania","EU-member",61,630,5,3
"38786","Romania","EU-member",36,400,4,2
"38787","Romania","EU-member",62,800,1,2
"38788","Romania","EU-member",47,NA,1,2
"38789","Romania","EU-member",77,400,4,2
"38790","Romania","EU-member",95,NA,NA,2
"38791","Romania","EU-member",60,540,3,2
"38792","Romania","EU-member",80,400,4,2
"38793","Romania","EU-member",85,450,5,2
"38794","Romania","EU-member",60,NA,5,2
"38795","Romania","EU-member",71,NA,4,2
"38796","Romania","EU-member",50,600,5,2
"38797","Romania","EU-member",73,900,4,NA
"38798","Romania","EU-member",66,800,5,2
"38799","Romania","EU-member",74,400,NA,2
"38800","Romania","EU-member",64,400,2,2
"38801","Romania","EU-member",41,NA,4,2
"38802","Romania","EU-member",76,140,5,2
"38803","Romania","EU-member",83,400,4,2
"38804","Romania","EU-member",73,3000,2,2
"38805","Romania","EU-member",40,1500,3,3
"38806","Romania","EU-member",86,1900,2,1
"38807","Romania","EU-member",39,NA,2,1
"38808","Romania","EU-member",53,1400,3,3
"38809","Romania","EU-member",60,1200,3,1
"38810","Romania","EU-member",71,700,2,1
"38811","Romania","EU-member",59,688,2,2
"38812","Romania","EU-member",55,400,2,2
"38813","Romania","EU-member",61,688,2,2
"38814","Romania","EU-member",75,NA,2,2
"38815","Romania","EU-member",78,2000,2,2
"38816","Romania","EU-member",58,1600,4,3
"38817","Romania","EU-member",30,4000,1,2
"38818","Romania","EU-member",36,NA,2,3
"38819","Romania","EU-member",46,2400,3,2
"38820","Romania","EU-member",46,2600,4,2
"38821","Romania","EU-member",66,1800,2,1
"38822","Romania","EU-member",79,1500,2,1
"38823","Romania","EU-member",92,600,4,2
"38824","Romania","EU-member",58,1200,1,2
"38825","Romania","EU-member",55,900,4,2
"38826","Romania","EU-member",52,1400,1,2
"38827","Romania","EU-member",71,500,1,2
"38828","Romania","EU-member",72,1000,1,1
"38829","Romania","EU-member",30,1200,4,NA
"38830","Romania","EU-member",77,470,3,1
"38831","Romania","EU-member",67,890,1,2
"38832","Romania","EU-member",53,5000,4,2
"38833","Romania","EU-member",39,450,2,1
"38834","Romania","EU-member",86,3500,4,2
"38835","Romania","EU-member",72,600,4,NA
"38836","Romania","EU-member",76,850,2,2
"38837","Romania","EU-member",60,700,2,2
"38838","Romania","EU-member",55,1000,2,2
"38839","Romania","EU-member",71,400,4,1
"38840","Romania","EU-member",49,2300,3,2
"38841","Romania","EU-member",56,NA,2,3
"38842","Romania","EU-member",55,1000,5,4
"38843","Romania","EU-member",27,2540,2,4
"38844","Romania","EU-member",77,2800,1,2
"38845","Romania","EU-member",77,2800,1,2
"38846","Romania","EU-member",81,NA,1,2
"38847","Romania","EU-member",25,NA,5,2
"38848","Romania","EU-member",75,824,1,3
"38849","Romania","EU-member",37,3000,4,4
"38850","Romania","EU-member",71,2500,1,3
"38851","Romania","EU-member",23,NA,2,1
"38852","Romania","EU-member",22,NA,2,2
"38853","Romania","EU-member",50,NA,2,2
"38854","Romania","EU-member",38,3000,2,3
"38855","Romania","EU-member",42,2300,3,1
"38856","Romania","EU-member",74,1100,4,4
"38857","Romania","EU-member",34,NA,2,2
"38858","Romania","EU-member",63,NA,1,1
"38859","Romania","EU-member",66,870,1,1
"38860","Romania","EU-member",49,NA,2,2
"38861","Romania","EU-member",66,2000,3,1
"38862","Romania","EU-member",70,900,1,2
"38863","Romania","EU-member",55,NA,1,2
"38864","Romania","EU-member",68,NA,2,2
"38865","Romania","EU-member",87,66,1,3
"38866","Romania","EU-member",76,1500,3,2
"38867","Romania","EU-member",49,500,1,4
"38868","Romania","EU-member",24,1500,4,NA
"38869","Romania","EU-member",61,310,1,1
"38870","Romania","EU-member",30,NA,4,2
"38871","Romania","EU-member",30,NA,3,2
"38872","Romania","EU-member",43,500,1,2
"38873","Romania","EU-member",46,800,4,2
"38874","Romania","EU-member",47,NA,4,3
"38875","Romania","EU-member",95,750,2,4
"38876","Romania","EU-member",49,NA,4,2
"38877","Romania","EU-member",26,2000,2,1
"38878","Romania","EU-member",72,850,4,2
"38879","Romania","EU-member",78,1000,3,3
"38880","Romania","EU-member",78,700,4,1
"38881","Romania","EU-member",78,850,5,2
"38882","Romania","EU-member",41,NA,4,3
"38883","Romania","EU-member",45,3000,2,3
"38884","Romania","EU-member",34,1600,5,3
"38885","Romania","EU-member",67,800,4,3
"38886","Romania","EU-member",65,500,1,2
"38887","Romania","EU-member",36,NA,1,1
"38888","Romania","EU-member",46,2500,3,2
"38889","Romania","EU-member",32,4000,2,2
"38890","Romania","EU-member",40,1500,2,1
"38891","Romania","EU-member",51,NA,2,2
"38892","Romania","EU-member",59,600,1,1
"38893","Romania","EU-member",40,NA,2,1
"38894","Romania","EU-member",37,NA,2,1
"38895","Romania","EU-member",55,NA,2,1
"38896","Romania","EU-member",47,NA,1,1
"38897","Romania","EU-member",52,1500,2,2
"38898","Romania","EU-member",54,3000,1,2
"38899","Romania","EU-member",60,NA,1,2
"38900","Romania","EU-member",52,1800,1,1
"38901","Romania","EU-member",35,2500,4,3
"38902","Romania","EU-member",21,NA,3,2
"38903","Romania","EU-member",28,2100,3,2
"38904","Romania","EU-member",56,2000,2,2
"38905","Romania","EU-member",35,NA,1,2
"38906","Romania","EU-member",26,1000,2,2
"38907","Romania","EU-member",50,620,2,1
"38908","Romania","EU-member",48,NA,NA,NA
"38909","Romania","EU-member",35,2000,4,4
"38910","Romania","EU-member",47,1300,2,2
"38911","Romania","EU-member",32,NA,2,2
"38912","Romania","EU-member",23,1200,4,3
"38913","Romania","EU-member",23,1100,4,3
"38914","Romania","EU-member",22,1350,5,3
"38915","Romania","EU-member",39,1500,4,3
"38916","Romania","EU-member",78,1012,4,1
"38917","Romania","EU-member",38,2000,4,3
"38918","Romania","EU-member",43,2100,5,3
"38919","Romania","EU-member",47,NA,4,1
"38920","Romania","EU-member",24,800,5,4
"38921","Romania","EU-member",74,806,1,NA
"38922","Romania","EU-member",74,1100,2,2
"38923","Romania","EU-member",49,NA,4,2
"38924","Romania","EU-member",46,800,1,2
"38925","Romania","EU-member",39,1600,3,2
"38926","Romania","EU-member",29,3000,2,2
"38927","Romania","EU-member",29,2200,4,3
